WKT,Nome,Descriçao,Facção,nome,descrição
"POLYGON ((-43.439412 -22.78411, -43.43791 -22.782726, -43.433404 -22.782528, -43.433018 -22.779718, -43.443403 -22.781064, -43.439412 -22.78411))",Alto Uruguai (CV),Atualização: 04/09/2019
Facção: CV

Liderança: JORGINHO
,,,
"POLYGON ((-43.433075 -22.783937, -43.43389 -22.782473, -43.437495 -22.78271, -43.440263 -22.785658, -43.433847 -22.785836, -43.433075 -22.783937))",Comunidade da Barreira (CV),Atualização: 04/09/2019
Facção: CV

Liderança: COROA
,,,
"POLYGON ((-43.426466 -22.782038, -43.425779 -22.796123, -43.417368 -22.795094, -43.419428 -22.781563, -43.426466 -22.782038))",Vila Emil / Cosmorama (CV),Atualização: 17/05/2021
Facção: Comando Vermelho

Liderança: ZEBU / SALVIANO
,,,
"POLYGON ((-43.446034 -22.796286, -43.434233 -22.796643, -43.434791 -22.79237, -43.444146 -22.790392, -43.446034 -22.796286))",Arrastão (CV),Atualização: 04/09/2019
Facção: CV

Liderança: DODÓ / LOURÃO (CHAPADÃO)
,,,
"POLYGON ((-43.434233 -22.796959, -43.433859 -22.799676, -43.430254 -22.804938, -43.426594 -22.800282, -43.434233 -22.796959))",Raiz (CV),Atualização: 04/09/2019
Facção: CV

Liderança: WL
,,,
"POLYGON ((-43.445777 -22.805584, -43.444532 -22.80954, -43.432263 -22.801945, -43.433155 -22.80089, -43.437606 -22.802839, -43.445777 -22.805584))",Bicão (CV),Atualização: 04/09/2019
Facção: CV

Liderança: PL
,,,
"POLYGON ((-43.434237 -22.798339, -43.434534 -22.79727, -43.434577 -22.796914, -43.436079 -22.797349, -43.438654 -22.797587, -43.440242 -22.798378, -43.445992 -22.796795, -43.450198 -22.799723, -43.449898 -22.808426, -43.445727 -22.805319, -43.440401 -22.803494, -43.437606 -22.802839, -43.435669 -22.801709, -43.433155 -22.80089, -43.432263 -22.801945, -43.433859 -22.799676, -43.434062 -22.798972, -43.434237 -22.798339))",Chatuba (CV),Atualização: 04/09/2019
Facção: CV

Liderança: VINÍCIUS MAGAL / MARCINHO VP
,,,
"POLYGON ((-43.430697 -22.805277, -43.436508 -22.808565, -43.43889 -22.811315, -43.436079 -22.814123, -43.434845 -22.813886, -43.431868 -22.812897, -43.43035 -22.812303, -43.426687 -22.810666, -43.427495 -22.809788, -43.428732 -22.808199, -43.430697 -22.805277))",Chatuba de Nilópolis (CV),Atualização: 04/09/2019
Facção: CV

Liderança: VINÍCIUS MAGAL / MARCINHO VP
,,,
"POLYGON ((-43.432503 -22.802246, -43.444755 -22.809862, -43.438962 -22.811167, -43.43658 -22.808438, -43.430507 -22.804956, -43.432503 -22.802246))",Quinze (CV),Atualização: 04/09/2019
Facção: CV

Liderança: GESSANDRO
,,,
"POLYGON ((-43.364618 -22.716028, -43.368831 -22.720497, -43.356857 -22.729007, -43.35484 -22.727068, -43.35454 -22.724772, -43.354797 -22.721684, -43.35269 -22.71817, -43.345313 -22.711906, -43.335538 -22.703513, -43.340747 -22.698288, -43.345455 -22.70098, -43.347766 -22.703553, -43.347158 -22.706602, -43.349819 -22.711075, -43.352308 -22.709769, -43.352137 -22.708344, -43.352437 -22.707591, -43.353724 -22.706651, -43.357973 -22.704741, -43.36029 -22.705493, -43.361042 -22.708106, -43.361364 -22.708977, -43.362994 -22.709966, -43.364882 -22.711075, -43.365354 -22.712658, -43.36587 -22.713846, -43.365397 -22.714677, -43.365397 -22.715509, -43.364618 -22.716028), (-43.363852 -22.716538, -43.364539 -22.715944, -43.364618 -22.716028, -43.363852 -22.716538))",Complexo do Roseiral (CV),Atualização: 15/05/2020
Facção: CV
Lideranças presas: Eliezer Miranda Joaquim (Criam)

Lideranças soltas: Jonata Gomes da Silva - vulgo TOBINHA.

Link georreferenciado: 22°43’02.5”S 43°21’17.3”W,,,
"POLYGON ((-43.335538 -22.703513, -43.352394 -22.718003, -43.354754 -22.721434, -43.354497 -22.725039, -43.351364 -22.726355, -43.34968 -22.72782, -43.347802 -22.725939, -43.346944 -22.722832, -43.346086 -22.721466, -43.345442 -22.719309, -43.344369 -22.716226, -43.344841 -22.714697, -43.344321 -22.713317, -43.343629 -22.713124, -43.342971 -22.712407, -43.336284 -22.714502, -43.330244 -22.708034, -43.335538 -22.703513))",EXTENSÃO ROSEIRAL,Atualização: 15/05/2020
Facção: CV
Lideranças presas: Eliezer Miranda Joaquim (Criam)

Lideranças soltas: Jonata Gomes da Silva - vulgo TOBINHA.

Condomínio Vicenza (Minha Casa Minha Vida),,,
"POLYGON ((-43.373508 -22.756554, -43.370461 -22.76401, -43.362329 -22.76248, -43.362265 -22.75505, -43.360977 -22.753388, -43.363209 -22.752676, -43.367071 -22.752676, -43.370161 -22.753942, -43.373508 -22.756554))",3 PONTOS (CV),Atualização: Não atualizada
Facção: Ignorado

Lideranças: Igrnorado

Armas:

Modus Operandi:

Outros Nomes:,,,
"POLYGON ((-43.34866 -22.7367359, -43.348489 -22.7374079, -43.349047 -22.7391899, -43.350034 -22.7405349, -43.347373 -22.7431469, -43.3463 -22.7412479, -43.34424 -22.7418409, -43.343382 -22.7395459, -43.342481 -22.7384769, -43.344326 -22.7370919, -43.34866 -22.7367359))",Morro do Sossego (CV),Atualização: Não atualizada
Facção: Ignorado

Lideranças: Igrnorado

Armas:

Modus Operandi:

Outros Nomes:,,,
"POLYGON ((-43.345581 -22.789704, -43.344616 -22.792226, -43.344058 -22.791929, -43.3435 -22.79186, -43.343596 -22.789852, -43.344058 -22.789654, -43.344938 -22.789575, -43.345581 -22.789704))",Predinhos do Cabral (Milícia / ADA),Dominado pelo miliciano Cabral (PM).
São 3 PMs e mais de 20 PIs (todos costumam andar armados).

Outros integrantes:
Maisena (PM, gordinho, branco, 35anos),
Burro (PI, segurança, muito arrogante, 27 anos),
Chicó (PI, negro, alto, 27 anos. Este é o que faz as cobranças),
Tinem (DESIPE, também faz as cobranças),
Thiago (PI) e Firmino (PI) são dois irmãos, achava-se que estavam mortos (forjaram um homicídio, queimaram dois corpos no carro do Thiago, uma Hyundai Santa Fé, preta), mas estão na ativa ainda, estão foragidos, escondidos em Maricá.

Há um acordo entre os Milicianos e os componentes do ADA, durante o dia os traficantes vendem suas drogas atras dos predinhos e à noite vão para o Morro da Caixa d'Água (em frente). Os traficantes pagam em dinheiro aos Milicianos para trabalharem sem ser incomodados.

Não há acordo com o CV, vez ou outra tentam tomar a região, tanto o morro da Caixa d'Água quanto os predinhos.

Os milicianos costumam fazer as cobranças na quinta-feira ou sábado, durante o dia, por toda a região de Venda Velha. Fazem a cobrança em um Fiat Siena de cor cinza. São 3 homens (geralmente Chicó, Burro e Maisena) todos armados de pistola.,,,
"POLYGON ((-43.428085 -22.837903, -43.430059 -22.842649, -43.424351 -22.843361, -43.420875 -22.838654, -43.428085 -22.837903))",Morro do Engenho Novo (CV),Atualização: 04/09/2019
Facção: CV

Liderança: Ignorado
,,,
"POLYGON ((-43.403414 -22.76056, -43.40026 -22.763627, -43.399938 -22.763528, -43.401054 -22.759056, -43.40217 -22.760145, -43.403414 -22.76056))",Morro da Pera (Milícia),Atualização:17/05/2021
Facção: MILÍCIA,,,
"POINT (-43.410643 -22.74863)",Areia Branca (Milícia),Atualização: 18/05/2021
Facção: Milícia

Não temos informação sobre a extensão territorial
,,,
"POLYGON ((-43.611925 -22.682965, -43.612343 -22.681024, -43.613191 -22.681163, -43.613792 -22.681034, -43.614725 -22.682074, -43.614929 -22.683153, -43.614821 -22.683707, -43.613652 -22.684242, -43.611925 -22.682965))",PIU-PIU (CV),Atualização:15/05/2021
Facção: CV

Liderança: Ignorado,,,
"POLYGON ((-43.521996 -22.757009, -43.52206 -22.756435, -43.520772 -22.75598, -43.518734 -22.752774, -43.532424 -22.74943, -43.533626 -22.756277, -43.533518 -22.757207, -43.521996 -22.757009))",Parque das Palmeiras (CV),Atualização: 17/05/2021
Facção: Comando Vermelho

Liderança: PATO
,,,
"POLYGON ((-43.509014 -22.750875, -43.509786 -22.753566, -43.50631 -22.754437, -43.505065 -22.750736, -43.505666 -22.750618, -43.506932 -22.751409, -43.509014 -22.750875))",Três Campos (TCP),Atualização: 04/09/2019
Facção: TCP

Liderança: MEXICANO
,,,
"POLYGON ((-43.588944 -22.808545, -43.586669 -22.807477, -43.585553 -22.806488, -43.589716 -22.803046, -43.592978 -22.806132, -43.591819 -22.806132, -43.588944 -22.808545))",Vila Belga (Mílícia ou CV?),Atualização: 04/09/2019
Facção: MILÍCIA ou CV?

Liderança: ECKO / THUNDERA
,,,
"POLYGON ((-43.511567 -22.754377, -43.512168 -22.759364, -43.512297 -22.76158, -43.513112 -22.763123, -43.509893 -22.764627, -43.508434 -22.764587, -43.508456 -22.766704, -43.50528 -22.76621, -43.501182 -22.765141, -43.50028 -22.761619, -43.499894 -22.75873, -43.500023 -22.757148, -43.511567 -22.754377))",Jardim Nova Era (Milícia),Atualização: 17/05/2021
Facção: Milícia

Liderança: BORIS CRIA
,,,
"POLYGON ((-43.435693 -22.738665, -43.436336 -22.741277, -43.429663 -22.741633, -43.428981 -22.739937, -43.43008 -22.738695, -43.435693 -22.738665))",Vila São Luís,Atualização: 04/09/2019
Facção: CV

Liderança: Ignorado
,,,
"POLYGON ((-43.51234 -22.75966, -43.515773 -22.759225, -43.516953 -22.762886, -43.513563 -22.763736, -43.51234 -22.75966))",Jardim Palmares (Milícia),Atualização: 04/09/2019
Facção: MILÍCIA

Liderança: ECKO / THUNDERA
,,,
"POLYGON ((-43.59242 -22.814637, -43.595467 -22.812541, -43.597355 -22.813609, -43.600574 -22.812184, -43.603234 -22.813292, -43.605123 -22.815824, -43.606238 -22.819819, -43.60568 -22.82065, -43.602548 -22.819859, -43.599844 -22.820373, -43.596668 -22.819068, -43.596239 -22.818395, -43.59242 -22.814637))",Pantanal e Pq São Carlos (Milícia),Atualização: 04/09/2019
Facção: MILÍCIA

Liderança: ECKO / THUNDERA
,,,
"POLYGON ((-43.522403 -22.709749, -43.52251 -22.712233, -43.518326 -22.711827, -43.51646 -22.706582, -43.519421 -22.707552, -43.522403 -22.709749))",Tv. Carlos Sampaio e adjacências Grupo de Extermínio / Milícia,Atualização: 04/09/2019
Facção: MILÍCIA

Liderança: ECKO / THUNDERA
,,,
"POLYGON ((-43.596325 -22.819186, -43.599844 -22.820373, -43.602548 -22.819859, -43.603749 -22.822311, -43.59684 -22.822588, -43.596325 -22.819186))",Sem Terra (Milícia),Atualização: 04/09/2019
Facção: MILÍCIA

Liderança: ECKO / THUNDERA
,,,
"POLYGON ((-43.475647 -22.685934, -43.47702 -22.692903, -43.46878 -22.690052, -43.475647 -22.685934))",Santa Rita (Milícia),Atualização: 15/05/2020
Facção: MILÍCIA

Liderança: AURI HERCILIO - VULGO SIRI ou CILIO
,,,
"POLYGON ((-43.569074 -22.798536, -43.569374 -22.799169, -43.570833 -22.800079, -43.570704 -22.802057, -43.564053 -22.798971, -43.566542 -22.798576, -43.569074 -22.798536))",Ipiranga - Minha casa minha vida (Milícia),Atualização: 04/09/2019
Facção: MILÍCIA

Liderança: ECKO / THUNDERA
,,,
"POLYGON ((-43.542949 -22.714272, -43.540943 -22.71544, -43.539784 -22.714133, -43.541554 -22.712866, -43.542949 -22.714272))",ZENITH,Atualização: Não atualizada
Facção: Ignorado

Lideranças: Igrnorado

Armas:

Modus Operandi:

Outros Nomes:,,,
"POLYGON ((-43.435736 -22.706048, -43.432817 -22.713748, -43.424863 -22.714057, -43.423349 -22.708391, -43.425097 -22.70502, -43.426339 -22.702723, -43.436937 -22.703474, -43.435736 -22.706048))",Miguel Couto (Milícia),Atualização:15/05/2020
Facção: MILÍCIA

Liderança: AURI HERCILIO - VULGO SIRI ou CILIO
,,,
"POLYGON ((-43.507512 -22.744226, -43.507361 -22.745057, -43.505087 -22.745769, -43.503606 -22.746244, -43.502662 -22.745512, -43.50234 -22.744958, -43.498153 -22.740276, -43.502061 -22.742029, -43.505795 -22.743652, -43.507512 -22.744226))",Inferninho (TCP),Atualização: 04/09/2019
Facção: TCP

Liderança: RONINHO
,,,
